category,value,observation_type,month,date
47.64 sports shops,-6.7,"Yearly development in percent, working day adjusted, constant prices",2024M03,2024-03-01
47.71 clothing stores,-8.3,"Yearly development in percent, working day adjusted, constant prices",2024M03,2024-03-01
"47.74+47.75 retail sale of medical, cosmetic and toilet articles",19.7,"Yearly development in percent, working day adjusted, constant prices",2024M03,2024-03-01
47.11+47.2 retail sale with mostly food,1.4,"Yearly development in percent, working day adjusted, constant prices",2024M04,2024-04-01
47.591-47.592 specialised stores for home furniture; specialised stores for office furniture,-4.3,"Yearly development in percent, working day adjusted, constant prices",2024M04,2024-04-01
47.64 sports shops,-7.2,"Yearly development in percent, working day adjusted, constant prices",2024M04,2024-04-01
47.71 clothing stores,-7.2,"Yearly development in percent, working day adjusted, constant prices",2024M04,2024-04-01
"47.74+47.75 retail sale of medical, cosmetic and toilet articles",11.7,"Yearly development in percent, working day adjusted, constant prices",2024M04,2024-04-01
47.11+47.2 retail sale with mostly food,1.3,"Yearly development in percent, working day adjusted, constant prices",2024M05,2024-05-01
47.591-47.592 specialised stores for home furniture; specialised stores for office furniture,-9.9,"Yearly development in percent, working day adjusted, constant prices",2024M05,2024-05-01
47.64 sports shops,-3.6,"Yearly development in percent, working day adjusted, constant prices",2024M05,2024-05-01
47.71 clothing stores,0.2,"Yearly development in percent, working day adjusted, constant prices",2024M05,2024-05-01
"47.74+47.75 retail sale of medical, cosmetic and toilet articles",14.7,"Yearly development in percent, working day adjusted, constant prices",2024M05,2024-05-01
47.11+47.2 retail sale with mostly food,0.4,"Yearly development in percent, working day adjusted, constant prices",2024M06,2024-06-01
47.591-47.592 specialised stores for home furniture; specialised stores for office furniture,-3.6,"Yearly development in percent, working day adjusted, constant prices",2024M06,2024-06-01
47.64 sports shops,-7.8,"Yearly development in percent, working day adjusted, constant prices",2024M06,2024-06-01
47.71 clothing stores,-16.1,"Yearly development in percent, working day adjusted, constant prices",2024M06,2024-06-01
"47.74+47.75 retail sale of medical, cosmetic and toilet articles",7.4,"Yearly development in percent, working day adjusted, constant prices",2024M06,2024-06-01
47.11+47.2 retail sale with mostly food,0.0,"Yearly development in percent, working day adjusted, constant prices",2024M07,2024-07-01
47.591-47.592 specialised stores for home furniture; specialised stores for office furniture,-8.2,"Yearly development in percent, working day adjusted, constant prices",2024M07,2024-07-01
47.64 sports shops,-9.7,"Yearly development in percent, working day adjusted, constant prices",2024M07,2024-07-01
47.71 clothing stores,-4.5,"Yearly development in percent, working day adjusted, constant prices",2024M07,2024-07-01
"47.74+47.75 retail sale of medical, cosmetic and toilet articles",10.9,"Yearly development in percent, working day adjusted, constant prices",2024M07,2024-07-01
47.11+47.2 retail sale with mostly food,0.4,"Yearly development in percent, working day adjusted, constant prices",2024M08,2024-08-01
47.591-47.592 specialised stores for home furniture; specialised stores for office furniture,-7.9,"Yearly development in percent, working day adjusted, constant prices",2024M08,2024-08-01
47.64 sports shops,2.5,"Yearly development in percent, working day adjusted, constant prices",2024M08,2024-08-01
47.71 clothing stores,-7.8,"Yearly development in percent, working day adjusted, constant prices",2024M08,2024-08-01
"47.74+47.75 retail sale of medical, cosmetic and toilet articles",15.3,"Yearly development in percent, working day adjusted, constant prices",2024M08,2024-08-01
47.11+47.2 retail sale with mostly food,1.6,"Yearly development in percent, working day adjusted, constant prices",2024M09,2024-09-01
47.591-47.592 specialised stores for home furniture; specialised stores for office furniture,-1.9,"Yearly development in percent, working day adjusted, constant prices",2024M09,2024-09-01
47.64 sports shops,-0.9,"Yearly development in percent, working day adjusted, constant prices",2024M09,2024-09-01
47.71 clothing stores,-2.2,"Yearly development in percent, working day adjusted, constant prices",2024M09,2024-09-01
"47.74+47.75 retail sale of medical, cosmetic and toilet articles",25.3,"Yearly development in percent, working day adjusted, constant prices",2024M09,2024-09-01
47.11+47.2 retail sale with mostly food,0.6,"Yearly development in percent, working day adjusted, constant prices",2024M10,2024-10-01
47.591-47.592 specialised stores for home furniture; specialised stores for office furniture,4.0,"Yearly development in percent, working day adjusted, constant prices",2024M10,2024-10-01
47.64 sports shops,-2.6,"Yearly development in percent, working day adjusted, constant prices",2024M10,2024-10-01
47.71 clothing stores,-5.3,"Yearly development in percent, working day adjusted, constant prices",2024M10,2024-10-01
"47.74+47.75 retail sale of medical, cosmetic and toilet articles",19.3,"Yearly development in percent, working day adjusted, constant prices",2024M10,2024-10-01
47.11+47.2 retail sale with mostly food,0.6,"Yearly development in percent, working day adjusted, constant prices",2024M11,2024-11-01
47.591-47.592 specialised stores for home furniture; specialised stores for office furniture,3.8,"Yearly development in percent, working day adjusted, constant prices",2024M11,2024-11-01
47.64 sports shops,-3.7,"Yearly development in percent, working day adjusted, constant prices",2024M11,2024-11-01
47.71 clothing stores,-10.0,"Yearly development in percent, working day adjusted, constant prices",2024M11,2024-11-01
"47.74+47.75 retail sale of medical, cosmetic and toilet articles",10.5,"Yearly development in percent, working day adjusted, constant prices",2024M11,2024-11-01
47.11+47.2 retail sale with mostly food,1.8,"Yearly development in percent, working day adjusted, constant prices",2024M12,2024-12-01
47.591-47.592 specialised stores for home furniture; specialised stores for office furniture,9.3,"Yearly development in percent, working day adjusted, constant prices",2024M12,2024-12-01
47.64 sports shops,10.1,"Yearly development in percent, working day adjusted, constant prices",2024M12,2024-12-01
47.71 clothing stores,1.6,"Yearly development in percent, working day adjusted, constant prices",2024M12,2024-12-01
"47.74+47.75 retail sale of medical, cosmetic and toilet articles",19.1,"Yearly development in percent, working day adjusted, constant prices",2024M12,2024-12-01
47.11+47.2 retail sale with mostly food,0.3,"Yearly development in percent, working day adjusted, constant prices",2025M01,2025-01-01
47.591-47.592 specialised stores for home furniture; specialised stores for office furniture,4.4,"Yearly development in percent, working day adjusted, constant prices",2025M01,2025-01-01
47.64 sports shops,6.9,"Yearly development in percent, working day adjusted, constant prices",2025M01,2025-01-01
47.71 clothing stores,-8.7,"Yearly development in percent, working day adjusted, constant prices",2025M01,2025-01-01
"47.74+47.75 retail sale of medical, cosmetic and toilet articles",-0.8,"Yearly development in percent, working day adjusted, constant prices",2025M01,2025-01-01
47.11+47.2 retail sale with mostly food,0.2,"Yearly development in percent, working day adjusted, constant prices",2025M02,2025-02-01
47.591-47.592 specialised stores for home furniture; specialised stores for office furniture,10.9,"Yearly development in percent, working day adjusted, constant prices",2025M02,2025-02-01
47.64 sports shops,3.3,"Yearly development in percent, working day adjusted, constant prices",2025M02,2025-02-01
47.71 clothing stores,-9.1,"Yearly development in percent, working day adjusted, constant prices",2025M02,2025-02-01
"47.74+47.75 retail sale of medical, cosmetic and toilet articles",1.1,"Yearly development in percent, working day adjusted, constant prices",2025M02,2025-02-01
47.11+47.2 retail sale with mostly food,0.0,"Yearly development in percent, working day adjusted, constant prices",2025M03,2025-03-01
47.591-47.592 specialised stores for home furniture; specialised stores for office furniture,10.0,"Yearly development in percent, working day adjusted, constant prices",2025M03,2025-03-01
47.64 sports shops,14.1,"Yearly development in percent, working day adjusted, constant prices",2025M03,2025-03-01
47.71 clothing stores,-1.2,"Yearly development in percent, working day adjusted, constant prices",2025M03,2025-03-01
"47.74+47.75 retail sale of medical, cosmetic and toilet articles",-6.3,"Yearly development in percent, working day adjusted, constant prices",2025M03,2025-03-01
47.11+47.2 retail sale with mostly food,2.0,"Yearly development in percent, working day adjusted, constant prices",2025M04,2025-04-01
47.591-47.592 specialised stores for home furniture; specialised stores for office furniture,6.1,"Yearly development in percent, working day adjusted, constant prices",2025M04,2025-04-01
47.64 sports shops,6.4,"Yearly development in percent, working day adjusted, constant prices",2025M04,2025-04-01
47.71 clothing stores,1.6,"Yearly development in percent, working day adjusted, constant prices",2025M04,2025-04-01
"47.74+47.75 retail sale of medical, cosmetic and toilet articles",-2.2,"Yearly development in percent, working day adjusted, constant prices",2025M04,2025-04-01
47.11+47.2 retail sale with mostly food,-1.9,"Yearly development in percent, working day adjusted, constant prices",2025M05,2025-05-01
47.591-47.592 specialised stores for home furniture; specialised stores for office furniture,10.9,"Yearly development in percent, working day adjusted, constant prices",2025M05,2025-05-01
47.64 sports shops,-8.9,"Yearly development in percent, working day adjusted, constant prices",2025M05,2025-05-01
47.71 clothing stores,-14.8,"Yearly development in percent, working day adjusted, constant prices",2025M05,2025-05-01
